Ticker,Sector,Shares Float,Gap %,Pre-market High,Pre-market Volume,Volume,Last,Open,High,Low,Change %,Change,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Exponential Moving Average (20),Exponential Moving Average (200),Exponential Moving Average (30),Exponential Moving Average (5),Exponential Moving Average (50),1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,52 Week High,52 Week Low,6-Month High,6-Month Low,6-Month Performance,All Time High,All Time Low,Average Day Range (14),Average Directional Index (14),Average True Range (14),Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Basic EPS (FY),Change 15m,"Change 15m, %",Change 1h,"Change 1h, %",Change 1m,"Change 1m, %",Change 4h,"Change 4h, %",Change 5m,"Change 5m, %",Change from Open,Change from Open %,Country,Enterprise Value (MRQ),Enterprise Value/EBITDA (TTM),Exchange,Exponential Moving Average (10),Exponential Moving Average (100),Industry,Momentum (10),Monthly Performance,Number of Shareholders,Pattern,Post-market Change,Post-market Change %,Post-market Close,Post-market High,Post-market Low,Post-market Open,Post-market Volume,Pre-market Change,Pre-market Change %,Pre-market Change from Open,Pre-market Change from Open %,Pre-market Close,Pre-market Gap %,Pre-market Low,Pre-market Open,Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Rate Of Change (9),Recent Earnings Date,Relative Volume,Revenue per Employee (TTM),Simple Moving Average (10),Simple Moving Average (100),Simple Moving Average (20),Simple Moving Average (200),Simple Moving Average (30),Simple Moving Average (5),Simple Moving Average (50),Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),Volume*Price,Weekly Performance,YTD Performance,Yearly Performance,Upcoming Earnings Date
HLIT,Electronic Technology,94160944.47899999,0.29673591,6.78,7021,156657,6.71,6.76,6.79,6.635,-0.44510386,-0.03,655887738,,-0.3829,1172,6.44695573,6.05895362,6.37204063,6.63791726,6.24805472,6.79,5.835,1.0860469,7.1783,5.2,14.11564626,8.57,4.44,7.37,4.495,27.80952381,157.5,1.01,0.24571429,16.75062521,0.26159573,721393.1,732563.56666667,679171.76666667,741463.08888889,-0.0661,-0.01,-0.14880952,0,0,0,0,-0.04,-0.59259259,0,0,-0.05,-0.73964497,United States,625152000,20.3451,NASDAQ,6.54874337,6.07715959,Telecommunications Equipment,0.6,8.84022709,327,,,,,,,,,0.04,0.59347181,0.07,1.04321908,6.78,-0.44510386,6.64,6.71,2.45295173,2.17176,33.3231,1.77972513,7.1884984,2020-10-26,0.20162446,343749.14675768,6.522,5.9696,6.3665,5.79995,6.41183333,6.626,6.1742,2.33609646,3.957935,3.17969782,6.71166667,6.37302186,1051168.47,1.97568389,-13.97435897,-18.76513317,2021-03-03
BTAQU,Finance,,0.29615005,,,156632,10.12,10.16,10.16,10.08,-0.09871668,-0.01,,,,,10.04358381,,10.02780404,10.10208533,10.01081831,10.28,9.95,0.08042336,10.49,9.9,1.40280561,10.49,9.9,10.49,9.9,,10.49,9.9,0.03841429,45.44413068,0.04793887,35785.9,50046.76666667,178496.36666667,,,0.04,0.3968254,0.04,0.3968254,0.01,0.09891197,-0.01,-0.09871668,0.01,0.09891197,-0.04,-0.39370079,United Kingdom,438538000,,NASDAQ,10.07463537,,Financial Conglomerates,0.12,1.40280561,,,,,,,,,,,,,,,,,,,1.31032,,,1.2,,7.7644761,,10.06422,,10.02392,,10.01418667,10.10444,9.998056,0.79365079,0.36453625,0.79942952,10.12,10.05717402,1585115.84,0.69651741,,,
CCJ,Non-Energy Minerals,394817592.092,0.2955665,10.34,1950,710546,10.13,10.18,10.31,10.11,-0.19704433,-0.02,4009919980.000001,,-0.00875912,1885,9.82767582,9.95627964,9.81326621,10.07936933,9.89352848,10.37,9.01,0.7482616,11.77,9.01,-13.34473909,12.33,5.301,12.33,9.01,-5.23854069,56,1.6979,0.32289286,17.79882182,0.31216517,1679659.8,1927329.16666667,1880374.4,2133169.02222222,0.14420667,0.0198,0.19584182,0.0198,0.19584182,0.0198,0.19584182,0,0,0.0198,0.19584182,-0.05,-0.49115914,Canada,4146696612.3900433,12.0792,NYSE,9.95319995,10.01699744,Other Metals/Minerals,0.51,7.88072417,,,,,,,,,,0.08,0.78817734,-0.11,-1.06382979,10.23,1.87192118,10.18,10.34,1.04299911,1.09228,13.1443,2.52653183,5.08298755,2020-11-04,0.39200565,762127.72289835,9.889,10.3656,9.711,9.8176,9.66133333,10.098,9.7644,1.97823937,3.42549237,2.55457525,10.18333333,9.64222203,7197830.98,2.63424519,13.82022472,9.51351351,2021-02-05
AIF,Miscellaneous,13113771.136,0.29542097,,,23065,13.6,13.58,13.61,13.5208,0.44313146,0.06,196710000,,,,13.21663032,12.9887936,13.12108473,13.49476388,13.0032926,13.61,12.46,0.94511634,13.61,12.46,7.50988142,15.89,8.2786,13.61,12.04,11.02040816,20.21001,8.2786,0.10137143,38.19383701,0.11312611,40917.8,42500.36666667,46245.58333333,48830.98888889,2.0226,0.03,0.2210759,0.03,0.2210759,0.03,0.2210759,0.06,0.44313146,0.03,0.2210759,0.02,0.14727541,United States,,10.1403,NYSE,13.37920081,12.86363083,Investment Trusts/Mutual Funds,0.51,8.62012507,,,,,,,,,,,,,,,,,,0.80345498,,,,4.05508799,,0.46744314,,13.363,12.777807,13.1285,12.5332285,12.99702333,13.488,12.958814,0.65972428,0.8186574,0.69957331,13.57693333,13.11790074,313684,2.1021021,-9.93377483,-7.16723549,
BSE,Miscellaneous,6519216.66312,0.29542097,,,1817,13.6314,13.58,13.64,13.54,0.67503693,0.0914,88872100,,,,13.28037996,13.190358,13.22906084,13.50279429,13.20383026,13.64,12.73,0.64268357,13.64,12.73,1.65100671,14.19,10,13.98,12.73,4.33524684,17.28,6.9,0.08911429,34.24109262,0.09844972,10163.3,21744.46666667,14876.88333333,14210.36666667,1.4789,0.0364,0.26774549,0.0364,0.26774549,0.0364,0.26774549,0.0914,0.67503693,0.0364,0.26774549,0.0514,0.37849779,United States,,13.7226,NYSE,13.40012596,13.19451814,Investment Trusts/Mutual Funds,0.4814,6.91294118,,,,,,,,,,,,,,,,,,0.88271668,,427.976,,3.58206687,,0.16185352,,13.37714,13.309268,13.21307,13.0328055,13.12624,13.48428,13.120944,0.73855244,0.75466696,0.56146602,13.6038,13.12182267,24768.2538,2.03143713,-0.86254545,0.06827141,
CRHC.U,Finance,,0.29527559,,,131401,10.21,10.19,10.25,10.16,0.49212598,0.05,,,,,10.07273568,,10.06174243,10.15466765,10.06585285,10.25,9.94,0.00723431,10.26,9.9,,10.26,9.9,10.26,9.9,,10.26,9.9,0.06679286,29.47246946,0.06646396,121466.3,203816.53333333,,,,0,0,0,0,0,0,0.05,0.49212598,0,0,0.02,0.19627085,United States,,,NYSE,10.11274728,,Financial Conglomerates,0.21,2.61306533,,,,,,,,,,,,,,,,,,,,,,2.1,,1.19168151,,10.0943,,10.045195,,10.02496333,10.152,10.043572,0.88582677,0.55593793,0.99236203,10.20666667,10.04854898,1341604.21,1.36007148,,,
OESX,Producer Manufacturing,25755597.6054,0.29411765,10.41,1285,333877,10.56,10.23,10.64,10.05,3.52941176,0.36,324358848,224.17582418,0.0479,306,8.62343072,5.78285644,8.29081828,9.86155073,7.81646335,10.64,6.31,1.5464076,10.64,5.96,71.15072934,10.64,2.7,10.64,3.03,130.56768559,22.46001,0.53,0.59617143,31.15275136,0.58210749,372408.9,401957.2,488805.31666667,464963.77777778,0.414,-0.0302,-0.28598485,-0.0002,-0.00189934,-0.0302,-0.28598485,0.3298,3.23333333,-0.0302,-0.28598485,0.33,3.22580645,United States,235396000,6.3677,NASDAQ,9.26098564,6.90261972,Electrical Products,2.61,55.52282769,182,,,,,,,,,-0.04,-0.39215686,-0.2465,-2.36871186,10.16,2.0245098,10.16,10.4065,9.94724062,7.44156,5.86664,3.26983038,32.66331658,2020-11-05,0.89866244,492944.44444444,9.037,6.56815,8.175,5.351625,7.88733333,9.772,7.9084,5.87064677,6.94840158,7.43748596,10.41666667,8.25039899,3525741.12,18.78515186,215.2238806,260.40955631,2021-02-10
FGNA.U,Finance,,0.29411765,,,64870,10.24,10.23,10.3,10.22,0.39215686,0.04,,,,,10.080178,,10.05985882,10.17944035,,10.3,9.96,0.02036934,10.3,9.96,,10.3,9.96,10.3,9.96,,10.3,9.96,0.06535714,34.43404283,0.06914339,177665.1,117612.66666667,,,,-0.04,-0.38910506,-0.04,-0.38910506,-0.01,-0.09756098,0.04,0.39215686,-0.05,-0.48590865,0.01,0.09775171,United States,,,NYSE,10.12788342,,Financial Conglomerates,0.215,2.4,,,,,,,,,,,,,,,,,,,,,,2.12426449,,0.37704463,,10.10062,,10.05125,,10.03680667,10.184,,0.97847358,0.57842059,1.26862103,10.25333333,10.10383475,664268.8,2.20376876,,,
ATNX,Health Technology,75016155.00479999,0.2919708,,,211362,13.93,13.74,14,13.72,1.67883212,0.23,1300215056,,-1.4505,574,13.06634927,12.22507695,12.81658824,13.81340892,12.56073032,14.48,11.05,1.3449453,15.24,10.79,30.06535948,18.35,5.63,15.24,9.97,22.08588957,21.11,5.63,0.61846429,27.14246546,0.63169254,540283.7,483876.4,820315,725032.84444444,-1.6711,0.01,0.07183908,0.12,0.86893555,0.01,0.07183908,0.21,1.53061224,0.01,0.07183908,0.19,1.38282387,United States,890081000,,NASDAQ,13.53279164,12.26341235,Pharmaceuticals: Major,2.2,22.785368,115,,,,,,,,,,,,,,,,,5.9362353,4.99992,,7.3074168,11.8875502,2020-11-05,0.38046581,176357.14285714,13.632,12.1061,12.7735,11.3854,12.4225,13.906,12.4438,2.18658892,5.2841927,3.70708653,13.88333333,12.83811553,2944272.66,-0.21489971,-8.77537656,-10.59050064,2021-03-29
IPOC,Finance,,0.29154519,10.65,354352,3456671,10.27,10.32,10.5,10.26,-0.19436346,-0.02,1062945000,,-0.0229,4,10.13049938,,10.24119032,10.15773549,10.44118352,10.5,9.87,-0.52264065,13.35,9.87,-1.53403643,13.35,9.87,13.35,9.87,,13.35,9.87,0.12253571,18.83419359,0.18737626,2400271.4,2329773.33333333,2695503.4,2026510.52222222,-0.0002,0.01,0.09661836,0.0202,0.19536161,0.0001,0.00096526,0.02,0.1934236,0.02,0.1934236,-0.05,-0.48449612,United States,1286590000,,NYSE,10.09808452,10.6690247,Financial Conglomerates,0.33,2.8028028,,,0.08,0.77896787,10.35,10.36,10.34,10.36,4317,0.03,0.29154519,-0.17,-1.62059104,10.32,1.9436346,10.27,10.49,,1.61625,,,3.00902708,2020-11-16,1.62318188,0,10.055,10.8061,10.0305,,10.1,10.124,10.7286,2.33918129,1.18072705,1.84936416,10.34333333,10.07351131,35500011.17,2.8028028,,,
FMCCH,Finance,650049899.1739999,0.29086678,,,6850,17.5,17.24,17.5,17.2,1.80337405,0.31,1677150000,,-0.0656,6871,15.18902131,14.25162637,14.73195449,16.93928443,14.26866732,18,12.76,1.3847293,18,12.25,32.57575758,23.68,7.5,18,9.5,84.59915612,51.6875,0.25,0.62257143,29.97395517,0.56917178,4290.6,14988.5,9428.61666667,12073.81111111,-0.1772,0.2,1.15606936,0.25,1.44927536,0.02,0.11441648,0.31,1.80337405,0.2,1.15606936,0.26,1.50812065,United States,2508180000000,32.8318,OTC,16.12075233,13.92795765,Finance/Rental/Leasing,3.82,25,1610,,,,,,,,,,,,,,,,,,,1.07281,0.79711594,30.59701493,,1.79841949,11506330.9561927,15.723,13.598715,14.542,14.0000825,14.34366667,17.244,13.8884,1.80232558,3.5877461,3.88969783,17.4,14.83484315,119875,3.48905973,-9.09090909,-10.71428571,
MHN,Miscellaneous,31131283.964,0.29027576,,,12095,13.85,13.82,13.88,13.73,0.50798258,0.07,431178000,,,,13.66648663,13.45667556,13.6354248,13.77829812,13.61263299,13.88,13.17,0.46192595,13.92,13.17,0.80058224,14.35,10.33,14.137,12.99,6.04900459,17.10001,6.5,0.08402857,26.64424341,0.10451221,32163.5,31218.53333333,30494.3,46650.22222222,1.568,0,0,0,0,0.04,0.28964518,0.06,0.4350979,0,0,0.03,0.2170767,United States,,,NYSE,13.73113032,13.55584161,Investment Trusts/Mutual Funds,0.2,4.76550681,,,,,,,,,,,,,,,,,,0.90022055,,820.081,,1.46520147,,0.35255196,,13.723,13.66656,13.639,13.291659,13.57233333,13.762,13.56402,1.09249818,0.76392607,0.67527075,13.82,13.62574461,167515.75,1.09489051,1.61408657,1.83823529,
IMV,Health Technology,59077235.7135,0.28985507,3.5,724,166477,3.59,3.46,3.6,3.46,4.05797101,0.14,240865665.00000003,,-0.45742092,,3.51919809,3.64215843,3.57835354,3.50560438,3.70325863,4.05,3.0304,1.6089629,5.06,3.0304,-16.89814815,6.82,1.35,6.82,2.55,14.33121019,7.2099,0.7616,0.23917143,16.1423293,0.23257797,246271.5,299804.33333333,311718.45,479134.25555556,-0.42498554,0.01,0.27855153,0.01,0.27855153,0,0,0.0101,0.28134488,0.01,0.27855153,0.13,3.75722543,Canada,262530413.62530413,,NASDAQ,3.49891435,3.77108513,Biotechnology,0.1,12.53918495,,,0.01,0.27855153,3.6,3.6,3.6,3.6,200,0.05,1.44927536,0,0,3.5,1.44927536,3.5,3.5,35.12985866,8.22106,,8444.81290327,0,2020-11-12,0.58481971,,3.477,4.2017,3.4935,3.3875835,3.45966667,3.498,3.7735,4.33526012,7.1583578,4.7084444,3.55,3.55636475,597652.43,8.13253012,23.79310345,32.47232472,2021-03-24
ADVM,Health Technology,72650796.6147,0.28964518,,,363476,14.1,13.85,14.24,13.85,2.09992759,0.29,1137259470,,-1.2775,114,12.91914842,13.53764307,12.68234617,13.75296516,12.68176615,14.575,10.66,1.5784044,14.575,9.83,17.59799833,26.98,7.36,26.98,9.83,-33.69386316,62.48,2.4,0.78372143,20.67895313,0.7742912,846896.9,845950.73333333,1023130.18333333,1174090.63333333,-1.006,0.01,0.07097232,-0.03,-0.21231423,0.01,0.07097232,0.29,2.09992759,0.01,0.07097232,0.25,1.80505415,United States,492055000,,NASDAQ,13.37143691,13.36542629,Biotechnology,0.73,22.50217202,15,,0,0,14.1,14.1,14.1,14.1,58373,,,,,,,,,5.31452277,2.16028,,,11.81601903,2020-11-05,0.38217494,2192.98245614,13.073,13.49475,12.76575,14.739825,12.4665,13.818,11.8993,3.10469314,6.64776013,5.25458082,14.06333333,12.70899051,5125011.6,11.19873817,22.39583333,29.23923006,2021-03-10
AGBA,Finance,4599997.15,0.28929605,10.75,16937,218423,10.5,10.4,10.54,10.37,1.2536162,0.13,62737500,83.42719228,0.1243,,10.3259485,,10.32040556,10.39082272,10.30631241,10.54,10.1,0.03984906,10.65,10.1,1.45025556,10.7081,9.86,10.7081,9.86,,10.7081,9.86,0.06552143,27.37924161,0.07149203,27392.8,15577.66666667,16927.96666667,15252.56666667,0.0875,0,0,0,0,0,0,0,0,0,0,0.1,0.96153846,Hong Kong,103084000,,NASDAQ,10.34822747,10.24243027,Financial Conglomerates,0.2,1.74418605,9,,-0.2,-1.9047619,10.3,10.5,10.3,10.5,2100,0.08,0.77145612,-0.3,-2.79069767,10.45,3.66441659,10.45,10.75,12.39215124,12.4041,,,2.43902439,2020-11-13,38.1138759,,10.30732,10.271783,10.30866,,10.31844,10.37264,10.318464,1.63934426,0.4525373,0.82632141,10.47,10.40571457,2293441.5,1.8922853,3.96039604,,
MYF,Miscellaneous,13712244.608,0.28922632,,,8617,13.97,13.87,13.97,13.87,1.01229212,0.14,191585000,19.23504868,0.719,,13.69382306,13.54472894,13.62843153,13.85974093,13.56457925,13.97,13.2,0.505478,14.0889,12.96,4.87987988,15.41,9.35,14.5,12.96,4.25373134,18.145,6.27,0.16054286,29.88770081,0.15932469,18588.5,21925.96666667,22602.65,22040.07777778,0.719,0.0444,0.31883725,0.0444,0.31883725,0.0444,0.31883725,0.14,1.01229212,0.0444,0.31883725,0.1,0.72098053,United States,,25.5602,NYSE,13.79455222,13.51018253,Investment Trusts/Mutual Funds,0.34,4.87987988,,Marubozu White,,,,,,,,,,,,,,,,0.95170657,,,18.37106651,3.17577548,2020-10-02,0.42105417,,13.7632,13.577797,13.69069,13.348866,13.53979333,13.85,13.465674,1.00937275,1.08928844,0.7565019,13.93666667,13.68616468,120379.49,1.2172149,-0.92198582,-0.71073205,
QLGN,Health Technology,22842859.1905,0.28901734,3.55,24995,641116,3.55,3.47,3.7,3.47,2.60115607,0.09,81866195,,-8.8145,5,3.67194402,6.39717805,3.83593174,3.47701718,4.11043562,4.09,3.16,-2.441223,5.4699,3.16,-27.99188641,21.4975,3.16,7.5,3.16,-39.72835314,1374.975,3.16,0.25422857,40.02043436,0.24271815,643993.2,636405.66666667,765893.61666667,1306081.05555556,-26.4705,-0.0007,-0.01944444,-0.0507,-1.3890411,-0.0007,-0.01944444,0.0294,0.82355248,-0.0007,-0.01944444,0.08,2.3054755,United States,85216000,,NASDAQ,3.51488433,4.71501448,Pharmaceuticals: Other,0.06,-12.12871287,37,,0,0,3.55,3.55,3.55,3.55,150,0.09,2.60115607,0.09,2.60115607,3.55,0,3.46,3.46,,,,39.33109804,3.19767442,2020-08-14,0.98511228,0,3.493,4.62725,3.6205,6.13135125,3.85466667,3.438,4.2779,6.91642651,6.42928518,6.70872488,3.57333333,3.56858066,2275961.8,-2.47252747,-15.92658378,-20.44817927,2021-02-11
SHBI,Finance,11770133.7492,0.28860029,,,11601,13.89,13.9,14.25,13.58,0.21645022,0.03,167188374,10.95305832,1.2657,294,12.88017912,11.68026444,12.48708298,13.76233003,11.96270008,14.47,10.25,1.0443472,14.47,9.69,40.72948328,17.9,7.63,14.47,9.14,36.31010795,31.27,3.95,0.58408571,31.52412889,0.61835597,17943.3,25906.23333333,39414.36666667,40315.73333333,1.2729,0.02,0.14419611,0.1,0.72516316,0.02,0.14419611,-0.045,-0.32292788,0.02,0.14419611,-0.01,-0.07194245,United States,149755000,,NASDAQ,13.44376297,11.41189403,Regional Banks,1.47,32.791587,1620,Doji,,,,,,,,,,,,,,,,0.89861706,0.674515,35.9221,2.48158107,9.88924051,2020-10-22,0.59920664,237370.74829932,13.49,10.82085,12.633,10.815025,12.16183333,13.732,11.6913,4.93372607,4.90147828,3.91347831,13.90666667,12.77562015,161137.89,2.58493353,-19.98847926,-17.02508961,2021-02-04
GDL,Miscellaneous,,0.28851702,,,631,8.72,8.69,8.72,8.69,0.63473745,0.055,,,,,8.57410897,8.50391699,8.53981467,8.67629142,8.50031395,8.9075,8.27,0.6872579,8.9075,8.23,2.62687129,9.52,4.94,8.9075,8.1882,4.55635492,21,4.94,0.10082143,30.50061383,0.10259439,15662.7,19550.46666667,20125.63333333,20018.28888889,,0.03,0.3452244,0.03,0.3452244,0.015,0.17231476,0.055,0.63473745,0.015,0.17231476,0.03,0.3452244,United States,,,NYSE,8.63435436,8.45506121,Investment Trusts/Mutual Funds,0.24,3.19526627,,,,,,,,,,,,,,,,,,,,,,2.34741784,,0.03827327,,8.635,8.434539,8.5425,8.3136565,8.50186667,8.675,8.47059,0.63291139,1.13222535,1.24660106,8.71,8.53591521,5502.32,0.11481056,-6.23655914,-5.49474369,
HZAC.U,Finance,,0.28846154,,,25825,10.44,10.43,10.55,10.43,0.38461538,0.04,,,,,10.24462836,,10.22320146,10.3595875,10.21439738,10.59,10,0.09113968,10.59,10,3.36633663,10.59,10,10.59,10,,10.59,10,0.14769286,28.43549232,0.14795624,15046.6,58064.2,64919.96666667,,,-0.0699,-0.6650872,-0.0699,-0.6650872,-0.0699,-0.6650872,0.04,0.38461538,-0.0699,-0.6650872,0.01,0.09587728,United States,708561000,,NYSE,10.30014253,,Financial Conglomerates,0.43,3.88059701,,"Long Upper Shadow, Shooting Star",,,,,,,,,,,,,,,,,1.33473,,,1.75438596,,1.71024225,,10.293,,10.189,,10.19333333,10.328,10.21904,1.43815916,1.31561369,1.28160987,10.47333333,10.08824294,269613,0.38461538,,,
BIZD,Miscellaneous,,0.28653295,,,104234,13.95,14,14.01,13.93,-0.07163324,-0.01,,,,,13.00644515,12.6797125,12.74895246,13.75595974,12.489724,14.01,11.15,1.6453015,14.01,11.15,13.04700162,17.3,6.7956,14.01,10.962,13.59934853,21.71,6.7956,0.23752143,41.76463118,0.24229563,234708,205072.2,153619.28333333,130164.5,,0,0,0.0055,0.03944207,-0.02,-0.14316392,-0.01,-0.07163324,-0.02,-0.14316392,-0.05,-0.35714286,United States,,,NYSE ARCA,13.45571283,12.30913558,Investment Trusts/Mutual Funds,1.28,23.67021277,,,-0.05,-0.35842294,13.9,13.9,13.9,13.9,100,,,,,,,,,,,,,8.39160839,,0.41962563,,13.4465,12.120492,12.78436,11.9466605,12.39832333,13.743,12.259094,0.57430007,1.87883931,1.557435,13.96333333,12.93821313,1454064.3,4.18222554,-16.71641791,-17.31226327,
SJR,Consumer Services,459392448.328,0.28587764,,,586340,17.53,17.54,17.61,17.41,0.22870212,0.04,8990221847.7524,17.28110677,1.01208795,9500,17.49267937,17.88428001,17.52986001,17.54555065,17.63823299,18.1,16.12,0.81590694,19.2,16.12,-7.54219409,20.82,12.2,19.31,16.025,2.51461988,28.78999,3.2,0.3225,15.97477895,0.35139138,1089169.6,806121.96666667,718658.3,621346.88888889,1.01185771,0.01,0.05707763,0.02,0.11422045,0.01,0.05707763,0.06,0.34344591,0.01,0.05707763,-0.01,-0.05701254,Canada,13860086726.27499,7.57376,NYSE,17.52669571,17.72245265,Cable/Satellite TV,0.22,5.98548972,,"Bullish Harami, Doji",,,,,,,,,,,,,,,,1.96794407,2.10624,37.2726,2.16193555,0.74712644,2020-10-30,0.53235804,436822.51409251,17.552,18.0395,17.363,17.2514,17.35266667,17.544,17.6548,1.14876508,2.11782902,1.38631794,17.51666667,17.37901118,10278540.2,-0.84841629,-13.60275998,-15.68061568,2021-01-18
FNMAG,Finance,1158045992.5800002,0.28571429,,,2313,17.9,17.55,17.9,17.55,2.28571429,0.4,3092100000,935.82887701,0.0191,7500,15.27061157,15.10805763,14.8509612,17.12616724,14.52734527,17.9,12.71,0.6485691,17.9,12.6,23.44827586,23.9999,10.02,17.9,10.65,46.72131148,54.5,0.4245,0.4425,37.57955896,0.52219489,23130.5,12075.6,8089.95,7816.83333333,0.0332,0.275,1.56028369,0.35,1.99430199,0.275,1.56028369,0.4,2.28571429,0.275,1.56028369,0.35,1.99430199,United States,3860680000000,,OTC,16.22110425,14.49293024,Finance/Rental/Leasing,4.1,28.77697842,8000,Marubozu White,,,,,,,,,,,,,,,,,,,0.89593505,27.85714286,,0.09723104,16378666.66666667,15.827,14.45095,14.595,14.9612745,14.36483333,17.27,14.0198,2.27920228,2.79271557,3.13894525,17.78333333,15.51726916,41402.7,8.81458967,-10.5,-16.93735499,
JAX,Consumer Services,12674571.9741,0.28571429,,,24323,7,7.02,7.02,6.67,0,0,105490700,,-1.6576,4200,6.570373,5.89574426,6.32327974,6.94284577,5.94590016,7.26,5.495,2.0688193,7.26,3.96,67.06443914,10.63,3.03,7.26,3.59,69.49152542,13.4,3.03,0.29625,56.02297367,0.28453576,48878.7,72377.63333333,111689.61666667,102594.41111111,0.6,0.07,1.01010101,0.03,0.43041607,0.05,0.71942446,-0.04,-0.56818182,0.08,1.15606936,-0.02,-0.28490028,United States,171933000,6.19909,NYSE,6.84271078,5.54647254,Restaurants,0.5,24.55516014,3400,"Hanging Man, Long Lower Shadow",0,0,7,7,7,7,2325,,,,,,,,,0.81358454,0.759755,26.5549,0.5307939,4.01188707,2020-11-05,0.43778922,58873.57142857,6.932,5.018,6.532,5.11845,6.193,6.904,5.8604,5.24737631,4.2308739,3.03775201,6.89666667,6.36238739,170261,2.33918129,-26.77824268,-32.4975892,2021-03-10
ERIC,Electronic Technology,3066288955.15887,0.28548124,12.32,108306,2532315,12.43,12.295,12.49,12.28,1.38662316,0.17,38114800000,26.49092481,0.4639,99417,11.95327389,10.38990877,11.80938989,12.24423709,11.59087101,12.61,11.12,0.6593764,12.61,10.3,6.14859095,12.61,6.15,12.61,8.73,34.08845739,131.5625,0.703129,0.18249286,19.33966119,0.24115937,4962642.1,8397679.36666667,8105043.05,8360621.5,0.0711,0.03,0.24154589,0.03,0.24154589,0.03,0.24154589,0.02,0.16090105,0.03,0.24154589,0.135,1.09800732,Sweden,35328900000,9.32681,NASDAQ,12.1300973,11.10974489,Telecommunications Equipment,0.63,9.22671353,414760,,0.02,0.16090105,12.45,12.45,12.45,12.45,300,0.03,0.24469821,-0.01,-0.08130081,12.29,0.32626427,12.27,12.3,4.60725586,3.91598,37.7508,1.68207945,4.62962963,2020-10-21,0.45803966,241582.16011027,12.118,11.3222,11.9075,9.8706,11.82433333,12.208,11.3964,1.87296417,1.54808319,1.23005742,12.4,11.86001525,31476675.45,2.47320692,41.57175399,37.5,2021-01-29
LXP,Finance,271209954.184,0.28409091,10.62,100,621848,10.37,10.59,10.61,10.3,-1.79924242,-0.19,2871990000,17.4458946,0.6129,57,10.43403238,10.5718926,10.45969352,10.44461891,10.54182065,11.025,9.82,0.993498,11.66,9.82,-9.98263889,12.08,7.86,12.08,9.65,7.34989648,25.25999,1.93,0.32535714,15.47717015,0.3103949,1745809.7,1669073.66666667,1781717.15,1708915.14444444,1.1497,0,0,0.02,0.19323671,0,0,-0.19,-1.79924242,0,0,-0.22,-2.07743154,United States,4109120000,14.8651,NYSE,10.44689772,10.62886218,Real Estate Investment Trusts,0.11,3.7,2545,,,,,,,,,0.06,0.56818182,0,0,10.62,0.56818182,10.62,10.62,1.66991108,1.60839,39.9979,8.82919671,-2.35404896,2020-11-05,0.33939592,5725403.50877193,10.551,10.8721,10.3435,10.51575,10.37666667,10.404,10.4784,3.00970874,2.91938519,2.41909547,10.42666667,10.35262381,6448563.76,-0.86042065,-2.35404896,-6.40794224,2021-02-25
WTRH,Retail Trade,20469969.628,0.28328612,3.65,50555,3462187,3.43,3.54,3.59,3.22,-2.83286119,-0.1,79846970,,-0.1556,10585,3.21568237,3.15340663,3.1933739,3.50190177,3.25438862,4.1,2.33,-3.4649785,4.6,2.33,-17.14975845,5.85,0.26,5.85,1.93,46.58119658,15.06,0.2125,0.36065714,21.84309755,0.3368773,6273205.6,4181527.66666667,3483277.96666667,3598141.96666667,-4.0233,0.02,0.58139535,0.0699,2.06188608,0.02,0.58139535,0.06,1.76470588,0.02,0.58139535,-0.11,-3.10734463,United States,416548000,,NASDAQ,3.36910958,3.25102992,Internet Retail,0.64,22.5,451,,-0.04,-1.16618076,3.39,3.46,3.38,3.44,5951,0.01,0.28328612,0.01,0.28328612,3.54,0,3.44,3.53,11.80049475,4.39458,,2.17846825,30.91603053,2020-11-09,0.54486099,18108.17194143,3.3085,3.7787,3.04875,2.695158,3.016,3.652,3.1809,11.49068323,10.95541874,9.99231279,3.41333333,3.22460564,11875301.41,0.29239766,965.2173913,802.63157895,2021-03-11
